STAID,STANAME,DRAIN_SQKM,STOR_NID_2009_MM3,RUNAVE7100_MM3,STO_RATIO,ROADS_KM_SQ_KM,RD_STR_INTERS,IMPNLCD06,NLCD01_06_DEV
10348850,GALENA C AT GALENA C STATE PARK,19.1385,0.00,5.757404333,0.00,0.759,0.155,0.611,0.000
10348900,"GALENA C NR STEAMBOAT, NV",21.8403,0.00,6.565242229,0.00,1.153,0.315,1.378,0.000
10349300,"STEAMBOAT C AT STEAMBOAT, NV",350.244,1.06,105.2620165,0.01,1.310,0.689,1.514,0.114
10349495,"STEAMBOAT CK AT GEIGER GD NR STEAMBOAT, NV",361.5525,1.06,108.6432723,0.01,1.397,0.764,1.889,0.148
10349849,"STEAMBOAT CK AT SHORT LN AT RENO, NV",497.351,7.43,149.2470277,0.05,1.605,0.800,5.023,2.397
10349980,"STEAMBOAT CK AT CLEANWATER WAY NR RENO, NV",631.8891,8.07,189.4055351,0.04,2.156,1.041,9.096,2.324
10350000,"TRUCKEE R AT VISTA, NV",3697.635,1447.54,1426.149717,1.01,1.745,0.741,4.725,0.957
10350340,"TRUCKEE RV NR TRACY, NV",3803.981,1445.92,1457.119106,0.99,1.673,0.696,4.329,0.842
10350400,"TRUCKEE R BL TRACY, NV",3819.834,1445.92,1461.859639,0.99,1.669,0.696,4.335,0.839
10351600,"TRUCKEE R BL DERBY DAM NR WADSWORTH, NV",4132.66,1449.44,1555.170376,0.93,1.582,0.668,4.067,0.791
10351650,"TRUCKEE R AT WADSWORTH, NV",4759.58,1455.31,1688.735157,0.86,1.597,0.710,4.055,0.848
10351700,"TRUCKEE R NR NIXON, NV",4479.071,1449.53,1656.13695,0.88,1.547,0.654,3.838,0.743
10351701,DATA FOR TRUCKEE-CARSON PROJ TRUCKEE NR NIXON,4479.073,1449.53,1656.138138,0.88,1.547,0.654,3.838,0.743
10352500,"MC DERMITT C NR MC DERMITT, NV",582.8922,0.00,24.38812804,0.00,0.570,0.226,0.048,0.000
10353000,"E F QUINN R NR MC DERMITT, NV",357.3468,1.37,14.39971455,0.10,0.365,0.120,0.011,0.000
10353500,"QUINN RV NR MC DERMITT, NV",2847.936,1.52,118.3716973,0.01,0.679,0.316,0.107,0.000
10353600,"KINGS R NR OROVADA, NV",52.2225,0.00,2.309731197,0.00,0.371,0.212,0.004,0.000
10353700,"LEONARD C NR DENIO, NV",131.9139,0.00,5.19193851,0.00,0.370,0.247,0.032,0.000
10353750,"MAHOGANY CREEK NEAR SUMMIT LAKE, NEVADA",34.4169,0.00,1.356425784,0.00,0.440,0.160,0.079,0.000
10353770,"S WILLOW C NR GERLACH, NV",81.86671,0.00,0.8186671,0.00,0.339,0.239,0.105,0.000
10353800,"SMOKE CK BLW RESERVOIR NR SMOKE CK, NV",579.9627,1.18,7.51509867,0.16,0.192,0.113,0.056,0.000
10356500,SUSAN R A SUSANVILLE CA,469.1844,31.75,87.2743978,0.36,1.703,0.594,0.252,0.000
10358500,WILLOW C NR SUSANVILLE CA,237.7092,6.78,44.2139112,0.15,1.117,0.350,0.283,0.000
10359300,PINE C NR SUSANVILLE CA,614.448,0.00,116.3169112,0.00,1.702,0.593,0.155,0.000
10360900,BIDWELL C BL MILL C NR FORT BIDWELL CA,58.6062,0.00,16.35867828,0.00,0.514,0.769,0.032,0.000
10370000,"CAMAS CREEK NEAR LAKEVIEW,OREG.",149.3874,0.00,33.59361108,0.00,1.960,0.602,0.159,0.000
10371000,"DRAKE CREEK NEAR ADEL,OREG.",182.2104,0.31,40.99734,0.01,0.731,0.372,0.083,0.000
10371500,"DEEP CREEK ABOVE ADEL,OREG.",658.0692,1.17,147.6798756,0.01,1.245,0.448,0.092,0.000
10378500,"HONEY CREEK NEAR PLUSH,OREG.",435.4794,0.54,98.09582836,0.01,0.934,0.369,0.081,0.000
10384000,"CHEWAUCAN RIVER NEAR PAISLEY,OREG.",691.7643,0.00,181.617252,0.00,1.461,0.434,0.182,0.000
10388000,"ANA RIVER NEAR SUMMER LAKE,OREG.",23.1552,0.00,6.136128,0.00,1.352,0.721,1.003,0.000
10390000,"SILVER CREEK NEAR SILVER LAKE, OR",453.3804,38.17,119.728152,0.32,1.369,0.545,0.156,0.000
10393500,"SILVIES RIVER NEAR BURNS,OREG.",2367.023,2.66,426.2887705,0.01,1.310,0.516,0.212,0.000
10396000,DONNER UND BLITZEN RIVER NR FRENCHGLEN OR,528.894,0.10,95.12253791,0.00,0.553,0.192,0.120,0.000
10397000,"BRIDGE CREEK NR FRENCHGLEN, OREG.",76.1976,0.00,13.5631728,0.00,0.645,0.306,0.073,0.000
10403000,"SILVER CREEK NEAR RILEY, OREG.",581.8185,0.51,110.4698786,0.00,1.465,0.456,0.232,0.000
10406500,"TROUT CREEK NEAR DENIO,NEV.",224.9847,0.00,45.06268053,0.00,0.633,0.217,0.093,0.000
11012000,COTTONWOOD C AB TECATE C NR DULZURA CA,803.8188,117.73,21.71265697,5.42,1.170,0.542,0.505,0.000
11014000,JAMUL C NR JAMUL CA,181.8081,0.00,7.028101179,0.00,1.556,0.958,0.534,0.000
11015000,SWEETWATER R NR DESCANSO CA,117.7605,0.00,4.550668461,0.00,1.630,0.732,0.275,0.000
11016200,SWEETWATER R A DEHESA CA,338.7555,32.22,13.14058669,2.45,1.719,0.805,0.963,0.032
11022200,LOS COCHES C NR LAKESIDE CA,31.6179,0.03,1.2330981,0.02,3.721,2.000,9.496,1.509
11022480,SAN DIEGO R A MAST RD NR SANTEE CA,953.5824,278.40,37.09108457,7.51,2.196,0.957,6.224,0.201
11022500,SAN DIEGO R NR SANTEE CA,978.3009,278.40,38.05438864,7.32,2.164,0.936,6.148,0.196
11023000,SAN DIEGO R A FASHION VALLEY AT SAN DIEGO CA,1110.952,284.34,43.22849768,6.58,2.784,1.052,10.191,0.270
11023330,LOS PENASQUITOS C BL POWAY C NR POWAY CA,81.13409,0.00,3.16422951,0.00,3.914,2.066,17.772,1.720
11023340,LOS PENASQUITOS C NR POWAY CA,109.6047,0.00,4.2745833,0.00,4.436,2.169,20.546,1.335
11025500,SANTA YSABEL C NR RAMONA CA,288.747,35.76,11.21540703,3.19,1.048,0.549,0.094,0.000
11026000,SANTA YSABEL C NR SAN PASQUAL CA,331.4916,35.76,12.88356358,2.78,1.062,0.569,0.127,0.000
11027000,GUEJITO C NR SAN PASQUAL CA,58.1832,0.00,2.275260436,0.00,0.974,0.550,0.029,0.000
11028500,SANTA MARIA C NR RAMONA CA,146.3067,0.30,5.7059613,0.05,2.911,1.171,2.519,0.245
11031500,AGUA CALIENTE C NR WARNER SPRINGS CA,49.5648,0.00,2.00521734,0.00,0.509,0.319,0.087,0.000
11033000,WF SAN LUIS REY R NR WARNER SPRINGS CA,67.3803,0.00,2.805087708,0.00,0.547,0.147,0.045,0.000
11040000,SAN LUIS REY R AT MONSERATE NARROWS CA,965.9853,63.91,40.12605372,1.59,1.198,0.619,0.220,0.158
11041000,SAN LUIS REY R NR BONSALL CA,1325.746,68.51,55.19295369,1.24,1.838,0.877,1.473,0.355
11042000,SAN LUIS REY R A OCEANSIDE CA,1439.071,68.51,59.89869688,1.14,2.011,0.865,2.944,0.507
11042400,TEMECULA C NR AGUANGA CA,342.2421,0.00,9.411794647,0.00,1.336,0.593,0.202,0.056
11042631,PECHANGA C NR TEMECULA CA,35.2386,0.00,0.965509097,0.00,1.199,0.593,0.932,0.669
11042700,MURRIETA C NR MURRIETA CA,79.8921,0.00,2.191255752,0.00,3.368,1.301,6.461,3.092
11042800,WARM SPRINGS C NR MURRIETA CA,148.5036,988.28,3.855264834,256.35,2.373,1.242,6.575,6.014
11042900,SANTA GERTRUDIS C NR TEMECULA CA,227.106,54.44,6.038394255,9.02,2.349,1.135,2.900,2.073
11043000,MURRIETA C A TEMECULA CA,572.4594,1042.73,15.32951817,68.02,3.101,1.438,8.222,4.647
11044000,SANTA MARGARITA R NR TEMECULA CA,1519.51,1105.72,40.99066644,26.97,2.268,1.099,3.846,2.228
11044250,RAINBOW C NR FALLBROOK CA,26.5752,0.00,0.760246845,0.00,2.660,2.340,3.803,0.000
11044300,SANTA MARGARITA R A FPUD SUMP NR FALLBROOK CA,1603.53,1105.72,43.32968968,25.52,2.271,1.120,3.760,2.114
11044350,SANDIA C NR FALLBROOK CA,54.36,0.00,1.46772,0.00,2.270,1.301,1.196,0.967
11044500,"SANTA MARGARITA R NR FALLBROOK,CALIF.",1664.774,1105.72,44.98327558,24.58,2.271,1.124,3.672,2.068
11044800,DE LUZ C NR DE LUZ CA,85.5189,0.06,2.368907738,0.03,1.813,0.873,0.317,0.004
11045300,FALLBROOK C NR FALLBROOK CA,18.2817,0.00,0.507851183,0.00,3.329,0.694,11.081,0.226
11046000,SANTA MARGARITA R A YSIDORA CA,1912.166,1107.41,51.9125725,21.33,2.175,1.071,3.658,1.821
11046090,LAS FLORES C A LAS PULGAS CYN NR OCEANSIDE CA,45.5373,0.00,3.884983784,0.00,0.782,0.347,0.967,0.030
11046100,LAS FLORES C NR OCEANSIDE CA,67.8339,0.15,5.796275836,0.03,0.694,0.465,0.847,0.020
11046250,SAN ONOFRE C A SAN ONOFRE CA,109.8882,0.08,9.392134564,0.01,0.531,0.190,2.314,0.004
11046300,SAN MATEO C NR SAN CLEMENTE CA,209.6343,0.00,17.6429862,0.00,0.985,0.434,0.135,0.000
11046360,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,82.485,0.00,7.09371,0.00,0.893,0.564,2.093,0.484
11046500,SAN JUAN C NR SAN JUAN CAPISTRANO CA,272.4993,8.43,23.13514152,0.36,1.270,0.732,2.617,0.340
11046530,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,283.8213,8.43,24.10883136,0.35,1.381,0.735,3.232,0.360
11047000,ARROYO TRABUCO NR SAN JUAN CAPISTRANO CA,91.98631,0.00,7.718390979,0.00,4.241,1.971,12.726,0.191
11047300,ARROYO TRABUCO A SAN JUAN CAPISTRANO CA,139.887,11.15,11.83784225,0.94,6.001,2.327,19.144,0.477
11047500,ALISO C A EL TORO CA,22.941,0.00,1.834858803,0.00,7.230,4.881,21.200,0.451
11048200,AGUA CHINON WASH NR IRVINE CA,7.0983,0.32,0.413128939,0.76,2.026,1.118,2.745,0.000
11048500,SAN DIEGO C AT CULVER DR NR IRVINE CA,104.8761,1.77,6.232758306,0.28,5.129,2.706,26.210,3.619
11048553,SAND CYN C A IRVINE CA,21.618,1.18,1.275462,0.93,4.176,2.600,10.654,5.670
11048600,BONITA C A IRVINE CA,13.41,3.74,0.79119,4.73,6.658,2.835,26.627,7.262
11051499,SANTA ANA R NR MENTONE (RIVER ONLY) CA,542.2689,270.80,12.45129108,21.75,1.870,0.792,2.350,0.000
11051500,SANTA ANA R NR MENTONE CA,542.2689,270.80,12.45129108,21.75,1.870,0.792,2.350,0.000
11054000,MILL C NR YUCAIPA CA,109.5606,0.04,2.507675602,0.02,1.072,0.507,0.274,0.000
11055500,PLUNGE C NR EAST HIGHLANDS CA,44.2323,0.00,1.023656176,0.00,1.623,0.204,1.327,0.000
11055800,CITY C NR HIGHLAND CA,50.5341,0.00,1.261890548,0.00,0.707,0.033,0.670,0.000
11056500,LITTLE SAN GORGONIO C NR BEAUMONT CA,8.4096,0.00,0.192461601,0.00,1.541,0.569,0.346,0.000
11057000,SAN TIMOTEO C NR REDLANDS CA,314.2044,0.61,7.185053407,0.09,2.477,0.903,5.501,3.300
11057500,SAN TIMOTEO C NR LOMA LINDA CA,328.9725,0.61,7.524305076,0.08,2.602,0.938,6.157,3.177
11058000,SAND CANYON C NR HIGHLAND CA,8.2494,0.00,0.1897362,0.00,0.240,0.000,0.681,0.633
11058500,E TWIN C NR ARROWHEAD SPRINGS CA,22.8519,0.05,0.5255937,0.09,0.811,0.035,0.635,0.000
11058600,WATERMAN CYN C NR ARROWHEAD SPGS CA,11.8476,0.00,0.304176941,0.00,2.499,1.023,1.495,0.000
11059300,SANTA ANA R A E ST NR SAN BERNARDINO CA,945.972,270.87,21.83906906,12.40,2.322,0.770,4.990,0.324
11060400,WARM C NR SAN BERNARDINO CA,30.91147,0.00,0.71096381,0.00,10.775,2.399,45.352,0.344
11062000,LYTLE C NR FONTANA CA,119.7252,0.00,4.40588736,0.00,0.707,0.356,0.331,0.000
11062001,LYTLE+BRLNE+COND+INF - W27 CA,119.7252,0.00,2.757641307,0.00,0.707,0.356,0.331,0.000
11063000,CAJON C NR KEENBROOK CA,105.554,0.00,2.633157473,0.00,1.908,1.007,1.401,0.000
11063500,LONE PINE C NR KEENBROOK CA,39.4065,0.00,0.945287063,0.00,1.334,0.460,0.451,0.000
11063510,CAJON C BL LONE PINE C NR KEENBROOK CA,144.5151,0.00,3.570907425,0.00,1.734,0.816,1.146,0.000
11063680,DEVIL CYN C NR SAN BERNARDINO CA,14.3568,0.00,0.338884368,0.00,0.865,0.530,0.736,0.000
11065000,"Lytle Creek at Colton, CA",364.7268,0.00,8.649007328,0.00,1.450,0.548,3.430,0.008
11066460,SANTA ANA R A MWD CROSSING CA,2136.074,276.03,49.55446031,5.57,3.155,0.942,10.440,1.081
11066500,SANTA ANA R A RIVERSIDE NAROWS NR ARLINGTON CA,2392.867,278.78,58.20637013,4.79,3.236,1.016,10.458,1.164
11067000,DAY C NR ETIWANDA CA,12.0258,0.00,0.2765934,0.00,0.397,0.090,0.167,0.000
11069500,SAN JACINTO R NR SAN JACINTO,367.6468,17.33,3.698887102,4.69,1.250,0.425,0.260,0.000
11070000,BAUTISTA C NR HEMET CA,112.5405,0.00,1.199108899,0.00,0.876,0.190,0.126,0.000
11070210,SAN JACINTO R A RAMONA EXPRESSWAY NR LAKEVIEW CA,1069.153,17.98,10.85864931,1.66,1.660,0.595,2.313,0.881
11070365,SAN JACINTO R NR SUN CITY CA,1461.931,181.78,14.87843727,12.22,2.405,0.932,4.757,1.824
11070375,SAN JACINTO R A RR CYN WEIR NR ELSINORE CA,1469.038,181.78,14.9495183,12.16,2.412,0.935,4.774,1.864
11070465,SALT C A MURRIETA RD NR SUN CITY CA,274.2246,0.00,2.800784725,0.00,3.168,1.237,7.640,3.688
11070500,SAN JACINTO R NR ELSINORE CA,1879.106,196.19,19.12623614,10.26,2.680,1.020,5.622,2.223
11072100,TEMESCAL C AB MAIN ST A CORONA CA,2520.409,423.05,32.58500694,12.98,2.899,1.093,6.714,2.178
11073000,SAN ANTONIO C NR CLAREMONT CA,43.0299,0.00,1.107391688,0.00,0.771,0.307,0.287,0.000
11073001,SAN ANTONIO C NR CLAREMONT + CN CA,43.0299,0.00,1.10739384,0.00,0.771,0.307,0.287,0.000
11073300,SAN ANTONIO C A RIVERSIDE DRIVE NR CHINO CA,83.5911,14.65,2.200197999,6.66,1.542,0.662,5.649,0.097
11073360,CHINO C A SCHAEFER AVENUE NR CHINO CA,132.2937,14.65,3.637539638,4.03,4.496,1.120,15.908,0.272
11073470,CUCAMONGA C NR UPLAND CA,26.19075,0.00,0.60238725,0.00,0.317,0.105,0.036,0.000
11073495,CUCAMONGA C NR MIRA LOMA CA,208.2339,0.70,4.7893797,0.15,6.151,1.476,26.763,3.289
11074000,SANTA ANA R BL PRADO DAM CA,3726.514,892.17,87.72482265,10.17,3.814,1.167,14.522,2.254
11075720,CARBON C BL CARBON CYN DAM CA,50.4414,14.87,8.065423492,1.84,1.603,1.484,2.535,1.857
11075800,SANTIAGO C A MODJESKA CA,34.8165,0.00,0.849580395,0.00,1.281,0.404,0.208,0.000
11077500,SANTIAGO C A SANTA ANA CA,240.7761,51.40,5.866435036,8.76,1.747,0.865,3.642,0.223
11078000,SANTA ANA R A SANTA ANA CA,6328.894,1143.15,125.1873587,9.13,3.421,1.147,11.350,2.044
11080500,EF SAN GABRIEL R NR CAMP BONITA CA,219.2598,0.00,35.56685572,0.00,0.289,0.118,0.083,0.000
11082000,WF SAN GABRIEL R A CAMP RINCON CA,265.8753,11.06,43.5118754,0.25,0.407,0.191,0.114,0.000
11084500,FISH C NR DUARTE CA,15.4098,0.00,2.524678452,0.00,1.033,0.462,0.076,0.000
11085000,SAN GABRIEL R BL SANTA FE DAM NR BALDWIN PK CA,608.9958,157.47,99.48244801,1.58,0.487,0.212,0.966,0.040
11086300,SAN DIMAS C BL SAN DIMAS DAM CA,42.1056,1.89,6.885949824,0.27,0.684,1.156,0.048,0.000
11086500,LITTLE DALTON C NR GLENDORA CA,7.1622,0.00,1.181763,0.00,1.655,1.082,0.103,0.000
11087020,SAN GABRIEL R AB WHITTIER NARROWS DAM CA,1130.03,186.07,184.6655475,1.01,3.452,0.966,14.822,0.449
11087500,SAN GABRIEL R A PICO CA,1145.941,268.31,187.0061118,1.43,3.452,0.972,14.963,0.489
11088000,SAN GABRIEL R A SPRING ST NR LOS ALAMITOS CA,1179.556,268.35,192.8022028,1.39,3.654,0.968,16.126,0.484
11088500,BREA C BL BREA DAM NR FULLERTON CA,59.9148,9.32,9.861658532,0.94,3.837,1.491,14.282,0.643
11089000,BREA C A FULLERTON CA,65.1447,9.32,10.71743667,0.87,4.314,1.890,16.420,0.980
11089500,FULLERTON C BL FULLERTON DAM NR BREA CA,13.1148,1.92,2.163942,0.89,7.092,3.008,35.865,3.925
11090200,FULLERTON C A RICHMAN AVE AT FULLERTON CA,28.5381,1.92,4.7087865,0.41,8.642,3.483,47.407,2.053
11092450,LOS ANGELES R A SEPULVEDA DAM CA,402.6141,86.31,48.6078016,1.78,7.289,2.059,27.310,1.141
11093000,PACOIMA C NR SAN FERNANDO CA,73.3005,4.66,8.546376507,0.54,1.118,1.008,0.284,0.000
11094000,TUJUNGA C BL MILL C NR COLBY RANCH CA,167.958,0.00,20.32118803,0.00,0.714,0.277,0.180,0.000
11095500,BIG TUJUNGA C NR SUNLAND CA,274.0986,7.09,33.16401191,0.21,0.716,0.303,0.269,0.000
11096500,LITTLE TUJUNGA C NR SAN FERNANDO CA,54.9792,0.00,6.6524832,0.00,1.481,1.020,1.152,0.000
11097000,BIG TUJUNGA C BL HANSEN DAM CA,395.8578,62.69,47.88778895,1.31,1.313,0.534,2.142,0.072
11097500,LOS ANGELES R A LOS ANGELES CA,1337.442,158.05,161.5287551,0.98,5.637,1.374,21.173,0.542
11098000,ARROYO SECO NR PASADENA CA,41.5665,0.00,5.043167842,0.00,1.007,0.552,0.453,0.000
11098500,LOS ANGELES R NR DOWNEY CA,1591.88,163.83,192.3298273,0.85,6.122,1.378,24.385,0.480
11100000,SANTA ANITA C NR SIERRA MADRE CA,25.0425,0.00,3.152229696,0.00,0.691,0.159,0.149,0.000
11101250,RIO HONDO AB WHITTIER NARROWS DAM CA,237.2832,3.28,29.09196437,0.11,6.344,1.394,27.556,0.185
11101500,RIO HONDO NR MONTEBELLO CA,299.7756,3.28,36.65347268,0.09,7.305,1.521,31.881,0.216
11102000,MISSION C NR MONTEBELLO CA,16.4178,0.00,2.218382987,0.00,9.736,1.032,57.050,0.110
11102300,RIO HONDO BL WHITTIER NARROWS DAM CA,326.5812,3.28,40.18189769,0.08,7.384,1.496,33.172,0.205
11102500,RIO HONDO NR DOWNEY CA,344.6073,3.28,42.37394743,0.08,7.386,1.447,34.803,0.197
11103000,LOS ANGELES R A LONG BEACH CA,2130.061,167.11,258.3689441,0.65,6.869,1.413,30.065,0.411
11103500,BALLONA C NR CULVER CITY CA,245.2131,6.87,35.65422995,0.19,12.572,2.101,54.834,0.397
11104000,TOPANGA C NR TOPANGA BCH CA,46.6128,0.06,6.81107632,0.01,2.990,1.658,1.443,0.000
11105500,MALIBU C AT CRATER CAMP NR CALABASAS CA,271.6884,16.47,39.44499885,0.42,3.033,2.087,6.345,1.001
11105510,MALIBU C A MALIBU CA,282.4236,16.47,41.02307287,0.40,2.976,2.030,6.159,0.963
11105850,ARROYO SIMI NR SIMI CA,180.3285,1.66,10.70235402,0.16,3.853,1.157,10.967,2.335
11106550,CALLEGUAS C NR CAMARILLO CA,647.2755,16.92,38.18770104,0.44,3.925,1.403,11.177,2.136
11107745,SANTA CLARA R AB RR STATION NR LANG CA,405.972,0.00,22.22025628,0.00,1.732,1.064,1.185,0.195
11108134,CASTAIC C BLW MWD DIV BLW CASTAIC LK NR CASTAIC,401.9508,40.07,21.8396229,1.83,0.618,0.326,0.177,0.002
11108145,CASTAIC C NR SAUGUS CA,524.313,439.19,28.44956418,15.44,0.936,0.533,1.145,0.560
11108500,SANTA CLARA RIVER AT L.A.-VENTURA CO. LINE CA,1666.937,485.85,90.85868489,5.35,1.650,0.877,3.344,1.113
11109000,SANTA CLARA R NR PIRU CA,1717.743,485.85,93.60601712,5.19,1.650,0.870,3.255,1.080
11109395,CANADA DE LOS ALAMOS AB PYRAMID LK CA,160.5303,10.62,9.094214868,1.17,1.090,0.650,0.613,0.000
11109525,PIRU C BL PYRAMID LK NR GORMAN CA,763.7715,221.46,41.62990789,5.32,0.625,0.357,0.204,0.000
11109600,PIRU CREEK ABOVE LAKE PIRU CA,963.7974,221.46,52.43137851,4.22,0.537,0.303,0.179,0.000
11109800,PIRU CREEK BELOW SANTA FELICIA DAM CA,1093.333,329.97,59.42630028,5.55,0.550,0.306,0.174,0.000
11110500,HOPPER CREEK NEAR PIRU CA,61.5213,0.00,3.3221502,0.00,0.305,0.532,0.055,0.000
11111500,SESPE CREEK NEAR WHEELER SPRINGS CA,128.5272,0.00,7.078554568,0.00,0.498,0.243,0.085,0.000
11113000,SESPE C NR FILLMORE,649.9602,0.00,35.87241487,0.00,0.321,0.160,0.048,0.000
11113500,SANTA PAULA C NR SANTA PAULA,103.2597,0.00,5.624491838,0.00,0.953,0.337,0.136,0.000
11114000,SANTA CLARA RIVER AT MONTALVO CA,4167.67,815.82,227.3252267,3.59,1.224,0.575,1.868,0.469
11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,124.3179,0.00,17.99040383,0.00,0.196,0.015,0.013,0.000
11114500,MATILIJA C AB RES NR MATILIJA HOT SPRINGS CA,131.2119,0.00,19.00382623,0.00,0.214,0.029,0.016,0.000
11115500,MATILIJA C A MATILIJA HOT SPRINGS,141.2109,2.22,20.47367415,0.11,0.252,0.046,0.022,0.000
11116000,NF MATILIJA C A MATILIJA HOT SPRINGS CA,41.0652,0.00,6.023275169,0.00,0.636,0.330,0.100,0.000
11116550,VENTURA R NR MEINERS OAKS CA,192.0636,2.22,27.93524729,0.08,0.415,0.157,0.063,0.000
11117500,SAN ANTONIO C A CASITAS SPRINGS,132.741,0.17,19.10521302,0.01,2.557,0.914,1.328,0.412
11117600,COYOTE CREEK NEAR OAK VIEW CA,33.9183,0.00,4.979881414,0.00,0.661,0.188,0.019,0.000
11117800,SANTA ANA C NR OAK VIEW,23.4369,0.00,3.4452243,0.00,0.921,0.283,0.058,0.000
11118000,COYOTE C NR VENTURA CA,112.1004,353.87,16.47221214,21.48,1.239,0.407,0.259,0.000
11118500,VENTURA R NR VENTURA,485.7327,356.26,70.69917166,5.04,1.563,0.550,0.946,0.113
11119500,CARPINTERIA C NR CARPINTERIA CA,34.0506,0.05,4.363243884,0.01,0.288,0.166,0.100,0.000
11119745,MISSION C A ROCKY NOOK PARK A SANTA BARBARA CA,17.0046,0.00,2.165020571,0.00,1.833,1.001,0.622,0.037
11119750,MISSION C NR MISSION ST NR SANTA BARBARA CA,22.644,1.05,2.892499272,0.36,3.563,1.264,4.768,0.028
11119780,ARROYO BURRO A SANTA BARBARA CA,15.9003,0.00,2.043772091,0.00,2.412,0.983,5.277,0.000
11119940,MARIA YGNACIO C A UNIV DR NR GOLETA CA,16.3899,0.00,2.088509231,0.00,2.340,0.763,2.647,0.000
11120000,ATASCADERO C NR GOLETA CA,49.3047,0.00,6.295199444,0.00,3.999,1.348,10.408,0.062
11120500,SAN JOSE C NR GOLETA CA,14.3649,0.00,1.785236733,0.00,1.888,0.632,0.398,0.000
11120510,SAN JOSE C A GOLETA CA,21.6954,0.20,2.778388858,0.07,3.097,1.201,6.611,0.083
11120520,SAN PEDRO C A GOLETA CA,9.0162,0.00,1.1630898,0.00,0.834,0.584,0.880,0.000
11120550,GAVIOTA C NR GAVIOTA CA,48.9483,0.00,5.696725525,0.00,1.227,0.585,0.287,0.000
11123000,SANTA YNEZ R BL GIBRALTAR DAM NR SNTA BRB C CA,560.1186,19.90,35.66925984,0.56,0.363,0.196,0.013,0.000
11123500,SANTA YNEZ R BL LOS LAURLS CYN NR SNTA YNEZ CA,718.1226,19.90,45.82506915,0.43,0.474,0.238,0.030,0.000
11124500,SANTA CRUZ C NR SANTA YNEZ CA,191.5227,0.00,12.05223431,0.00,0.342,0.161,0.018,0.000
11125600,HILTON CYN C NR SANTA YNEZ CA,6.3774,0.00,0.4017762,0.00,1.263,0.109,0.161,0.000
11126000,SANTA YNEZ R NR SANTA YNEZ CA,1090.215,275.01,69.27603324,3.97,0.534,0.249,0.041,0.000
11126500,SANTA AGUEDA C NR SANTA YNEZ CA,144.162,0.00,9.078160814,0.00,1.190,0.438,0.156,0.000
11128250,ALAMO PINTADO C NR SOLVANG CA,73.8144,0.00,4.647220282,0.00,2.687,0.991,0.624,0.000
11128500,SANTA YNEZ R A SOLVANG CA,1497.966,277.89,95.09561525,2.92,0.964,0.409,0.208,0.000
11129800,ZACA C NR BUELLTON CA,85.2984,0.00,5.161885561,0.00,2.314,0.727,0.220,0.000
11130500,SANTA YNEZ R NR BUELLTON CA,1733.904,277.89,109.798049,2.53,1.191,0.473,0.330,0.018
11131500,SANTA YNEZ R A COOPERS REEF NR LOMPOC CA,1837.479,277.89,116.3190172,2.39,1.199,0.485,0.320,0.017
11132500,SALSIPUEDES C NR LOMPOC CA,122.0877,0.00,7.818285096,0.00,1.215,0.659,0.183,0.000
11133000,SANTA YNEZ R A NARROWS NR LOMPOC CA,2043.808,277.89,129.349747,2.15,1.192,0.489,0.313,0.015
11134000,SANTA YNEZ R A H ST NR LOMPOC CA,2107.691,277.89,133.3001796,2.08,1.201,0.487,0.387,0.025
11134500,SANTA YNEZ R A V STREET NR LOMPOC CA,2110.908,277.89,133.5413596,2.08,1.201,0.487,0.404,0.031
11134800,MIGUELITO C A LOMPOC CA,27.0252,0.00,1.773214177,0.00,1.202,0.630,1.793,0.000
11135800,SAN ANTONIO C A LOS ALAMOS CA,90.279,0.00,2.526531844,0.00,1.957,0.862,0.184,0.000
11136100,SAN ANTONIO C NR CASMALIA CA,351.9162,0.00,9.719918406,0.00,1.593,0.757,0.278,0.000
11136800,CUYAMA R BL BUCKHORN CYN NR SANTA MARIA CA,2277.98,0.00,33.03020884,0.00,0.651,0.303,0.076,0.000
11137900,HUASNA R NR ARROYO GRANDE CA,268.6275,0.00,5.627281399,0.00,0.933,0.694,0.043,0.000
11138100,CUYAMA R BL TWITCHELL DAM CA,2918.136,490.88,44.32105811,11.08,0.685,0.347,0.068,0.000
11138500,SISQUOC R NR SISQUOC CA,728.8776,0.00,35.63576612,0.00,0.144,0.053,0.015,0.000
11139000,LA BREA C NR SISQUOC CA,242.1234,0.00,11.69410261,0.00,0.445,0.513,0.019,0.000
11139500,TEPUSQUET C NR SISQUOC CA,74.30489,0.00,3.56114879,0.00,1.516,1.057,0.057,0.000
11140000,SISQUOC R NR GAREY,1220.496,0.00,59.39748827,0.00,0.582,0.285,0.074,0.000
11140585,SANTA MARIA R A SUEY CROSSING NR SANTA MARIA CA,4264.25,490.88,108.9030177,4.51,0.671,0.331,0.075,0.000
11141000,SANTA MARIA R A GUADALUPE,4412.235,490.88,125.0066037,3.93,0.740,0.341,0.279,0.023
11141050,ORCUTT C NR ORCUTT CA,49.7511,0.00,2.370381209,0.00,2.414,0.990,3.117,0.000
11141150,ARROYO GRANDE AB PHOENIX C NR ARROYO GRANDE CA,34.4799,0.00,14.21671099,0.00,0.840,0.365,0.049,0.000
